,Extra_disp,Intra_disp,CH_score
"2020-07-16/730297_1A,1B",22967563.78360696,260900333.97834262,430.1240820029727
"2020-07-16/730532_7B,7C",11238981.04501209,246873545.41427144,233.5172416936999
"2020-07-16/730748_A,B",15321995.70649405,209512046.73273632,304.7402624556797
"2020-07-16/731413_1A,1B",3304337.702861029,188903420.558975,56.95112698934028
"2020-07-16/732102_A,B",1013067.5259842479,96776632.85116848,31.4733911884336
"2020-07-16/733216_A,B",15052798.48645055,103645318.48703496,165.24696308426
"2020-07-20/725785_7A,7B",13474047.259437876,229697649.9109435,267.85295635327253
"2020-07-20/728718_1A,1B",64072240.70274206,521457747.7973737,849.2379309956096
"2020-07-20/728955_1B,1C",29108022.529290758,473565742.04632485,448.71148227513027
"2020-07-21/719383_8A,8B",6268566.539742627,251048838.03117228,99.96793132098605
"2020-07-21/720060_A,B",15720384.177435532,515515788.3903295,221.13984585009374
"2020-07-21/720324_1A,1B",8859807.292328687,629325972.5820736,94.1834810066558
"2020-07-21/720519_7B,7C",24418645.711074397,364423330.14138716,433.007876452046
"2020-07-21/720520_7B,7C",57230494.103943326,475740159.64851147,894.2216591228307
"2020-07-21/720976_1A,1B",8599535.756750774,207399203.2740542,189.19880616032574
"2020-07-21/722547_7B,8A",34113199.16514543,346974786.53722996,462.6164596961344
"2020-07-21/722733_4A,4B",3164286.833875944,221001209.64223403,71.12304246678454
"2020-07-21/722815_1A,1B",27714408.09614886,295857684.2392759,504.53244907147763
"2020-07-21/723590_2A,2B",48189516.510627635,247866635.2852264,813.8300497013705
"2020-07-22/705909_8B,8C",27771841.579433843,247973732.59723493,491.79285832538915
"2020-07-22/707707_A,B",17074116.584414613,321826434.3428176,261.96907361784605
"2020-07-22/708683_9B,9C",62351027.24831775,239272594.5100531,984.961998158504
"2020-07-23/710294_1A,1B",9303190.139083233,275494523.2193756,168.58863801577243
"2020-07-23/711378_5A,5B",27298758.449038934,267042679.5789468,417.75759011159073
"2020-07-23/713670_A,B",2815631.1741885985,267838028.44020095,54.925395936391745
"2020-07-23/713710_A,B",10707517.665377488,258094294.46581692,188.48302849168925
"2020-07-23/714977_10A,10B",7343295.152449854,139566898.91600695,162.5694454649613
"2020-07-23/715266_1A,1B",23281037.997843422,172675896.95576996,516.6226611406378
"2020-07-23/715478_A,B",4824448.282954346,97497616.19193336,96.88718665109438
"2020-07-23/716838_A,B",1804360.1089943969,354625106.65437955,32.217708210060884
"2020-07-23/717298_4B,4C",15220961.85625111,397820930.52146524,168.9751613969449
"2020-07-23/717577_B,C",6515441.392465543,287779945.6769514,116.53898587229872
"2020-07-23/717996_10B,11A",8846008.647832496,195732180.27205464,137.70749558136865
"2020-07-23/718731_6B,6C",2919581.562004119,171153747.69193655,53.00677237930571
"2020-07-23/718805_A,B",78768927.56825596,221902038.93710455,1688.1740588029936
"2020-07-24/670525_1A,1B",6451916.23117136,245198095.92331418,88.60665346945154
"2020-07-24/670743_1A,1B",2467729.600707463,33670373.96380867,58.98445870497585
"2020-07-24/699651_3A,3B",8359006.037697398,472690664.36561286,99.98467010252905
"2020-07-24/700047_1A,1B",8789245.418129196,200291189.14222604,181.7869683887451
"2020-07-25/653549_1A,1B",146980506.9736833,149093818.6897426,5048.413024945989
"2020-07-25/654082_7B,7C",18873662.67949371,224395510.7508637,333.5927740663138
"2020-07-25/656650_A,B",40063639.7420089,329950660.3503227,718.4120518076667
"2020-07-25/662814_1A,1B",32867227.541727528,332693944.25490445,597.0938957337897
"2020-07-25/666806_10A,10B",15020073.48708947,253458403.43586537,231.44783607863474
"2020-07-25/667014_7B,7C",7322472.5679787705,320263162.2662755,134.85599590921274
"2020-07-25/674856_2A,2B",9829626.533054354,344402440.9256255,139.28630493351005
"2020-07-25/675056_10B,10C",6123700.23394669,365789121.3732439,107.63501696367493
"2020-07-25/676429_1A,1B",9889058.60815985,326849352.7533312,188.43255001976394
"2020-07-25/677429_7B,7C",16387242.88245492,401601564.45995605,175.55826474999722
"2020-07-25/679441_7A,7B",69543716.19592382,145874817.20796263,1682.399876501911
"2020-07-25/679616_8B,8C",29455965.73185081,282911820.5278111,400.20540983001445
"2020-07-25/681207_2A,2B",12220043.495028373,431330492.2526744,179.40917423311814
"2020-07-25/684294_7B,7C",10885191.650212467,191703416.29208195,197.7128945281363
"2020-07-25/692334_11B,11C",3434204.642525063,259220516.61580944,56.65194284806868
"2020-07-25/692717_10A,10B",1136073.9376959405,29119815.813266832,24.266567954215375
"2020-07-25/696917_8B,8C",1996977.2652747452,175820447.98872486,35.625656525812346
"2020-07-27/490791_1,2",9427090.222460601,124900985.0546976,182.63805453832327
2020-07-27/493847_10B,3367787.9556420185,22061816.036457736,320.5699247587318
"2020-07-27/500707_2,3",2063895.982694573,273202589.55963254,25.72744339647061
"2020-07-27/506864_1A,1B",30310076.682554413,342331804.8752248,474.16740821062837
"2020-07-27/509615_3F,3G",10044584.788477002,87484630.39517792,505.6241569711562
"2020-07-27/525188_7B,7C",32598527.580105767,318304245.2635826,539.8809489612127
"2020-07-27/531267_9B,9C",723587.030271234,2657983.6427017385,24.84112973890835
"2020-07-27/532492_1A,1B",116226850.99462618,311088607.5452656,2776.47011022667
"2020-07-28/434149_2D,3A",12511655.800735261,160007659.18016246,166.09991914197602
"2020-07-28/464861_8A,8B",10079468.959332261,418034345.654739,142.3306622659172
"2020-07-28/466621_A,B",15327630.732934248,179145939.97133997,394.24090159404886
"2020-07-28/482040_7B,7C",388044.39912648406,2016643.8298208844,18.039458371456217
"2020-07-28/483718_7A,7B",1351945.648206062,11842126.841178004,108.47871941875026
"2020-07-28/485580_1A,1B",1297727.6691348548,135469074.83833346,30.516494393495268
"2020-07-28/485778_1A,1B",23562947.596086632,497572666.6875637,321.157508652865
"2020-07-28/486420_6B,6C",30657139.15205671,226293031.98876858,636.1111957778334
other/336647_7B,1472525.8354169333,5213957.75778616,277.22345043681173
"other/339345_6,7A",6358849.185331582,1449158.0807628385,1016.9099688039942
"other/363202_1A,1B",100087630.1055074,175117372.93219173,2173.360734383414
"other/371327_A,B",27544490.349968657,198629640.392232,492.3432290639804
